보행자_위도,보행자_경도,가장_가까운_버스정류장,가장_가까운_정류장_위도,가장_가까운_정류장_경도,버스정류장으로부터_거리,버스_정류장_유무(10m)
35.83540098873106,127.11140998786075,여울초교,35.83628984,127.11205578,114.7063901027549,False
35.799797058527375,127.1447525027904,장승백이,35.79971923,127.14352842,110.73453015584576,False
35.818893432422946,127.116065979552,중화산2동주민센터,35.8199958,127.11622123,123.37452990242093,False
35.83447492716,127.14645957157379,전주생명과학고등학교,35.83506423,127.14759274,121.36225915707445,False
35.7993354793007,127.11968994164499,삼천지구대,35.79971167,127.12040447,76.82737466095824,False
35.8280563351412,127.16999816866654,하인교마을,35.82786676,127.17066002,63.28299823360206,False
35.84289550792246,127.1268386843774,전북대학교.덕진성당앞,35.84295672,127.12519715,148.12035618710786,False
35.78962588740911,127.12120438143108,삼천대왕장미아파트,35.78977178,127.11696879,382.38614418487794,False
35.83676232853896,127.15660210157148,안골,35.83675952,127.15536026,111.94569197600974,False
35.81136017465888,127.1497775985758,남부시장,35.81132263,127.14973099,5.923916825904733,True
35.865833282530694,127.12722778288827,송천현대아파트,35.86617907,127.12706103,41.281745322481825,False
35.81666564921065,127.14221954338976,서문,35.8167323,127.14111827,99.57508530483464,False
35.79883193937485,127.1144561762288,삼천신일강변아파트,35.79854192,127.11441806,32.43143009189004,False
35.84472274771328,127.1249999999467,전북대학교.덕진성당앞,35.84295672,127.12519715,197.17600232270254,False
35.84472274771328,127.1249999999467,전북대학교.덕진성당앞,35.84295672,127.12519715,197.17600232270254,False
35.82952411513701,127.16264460834401,인후부영2차아파트,35.82924961,127.16430729,152.97186316061408,False
35.82145161401661,127.14470203969108,전북은행경원지점,35.8209676,127.14605365,133.21963275854802,False
35.791568756301885,127.10939025852684,용산리,35.79272062,127.10642417,296.60680186477384,False
35.79833221448906,127.17861175531665,영동고덕아파트,35.7992667,127.17858018,103.94920533120766,False
35.858905063825894,127.15508188382273,호성동신아파트,35.85831731,127.15565437,83.26514607237165,False
35.858905063825894,127.15508188382273,호성동신아파트,35.85831731,127.15565437,83.26514607237165,False
35.84406092949215,127.12435227121146,전북대학교.한나여성병원앞,35.8428057,127.12473323,143.73728586651276,False
