설치 지점명,지역(구),지역(동),세부주소,행정동,위도,경도
예정지,덕진구,송천동,송천동 2가 1345,송천1동       ,35.8738667,127.1378576
예정지,덕진구,송천동,송천동 2가 1350-5,송천1동       ,35.8738496,127.1381457
에코데시앙5블럭,덕진구,송천동,송천동 2가 1309,송천1동       ,35.8727121,127.1337863
에코휴먼빌,덕진구,송천동,송천동 2가 1342,송천1동       ,35.8725593,127.1339642
법원검찰청,덕진구,만성동,만성동 1258-3,여의동        ,35.8437428,127.0742556
법원검찰청,덕진구,만성동,만성동 1366-3,여의동        ,35.8439959,127.0744314
만성시티프라디움,덕진구,만성동,만성동 1285-4,여의동        ,35.8388133,127.0736286
만성시티프라디움,덕진구,만성동,만성동 1319,여의동        ,35.839777,127.0746089
만성동로 만성시티프라디움,덕진구,만성동,만성동 1289-4,여의동        ,35.8398432,127.0772661
만성동로 제일풍경채아파트,덕진구,만성동,만성동 1290-1,여의동        ,35.839772,127.0775322
양마마을,덕진구,여의동,여의동 1122-3,여의동        ,35.85961184,127.06809471
송천주공2단지,덕진구,송천동,송천동 2가 186-9,송천1동       ,35.86436962,127.12708911
차량등록사업소,덕진구,호성동,호성동 1가 571-6,호성동        ,35.86637629,127.14774518
서신유창아파트,완산구,서신동,서신동 993,서신동        ,35.82666764,127.12246259
건지산이지움,덕진구,인후동,인후동 2가 1595,인후2동       ,35.8453963,127.1477652
하가부영아파트,덕진구,덕진동,덕진동 2가 702,덕진동        ,35.84327127,127.10908478
서신동주민센터,완산구,서신동,서신동 993,서신동        ,35.83139685,127.11589385
서신우신아파트,완산구,서신동,서신동 993,서신동        ,35.82626336,127.12302775
삼천우성그린아파트,완산구,삼천동,삼천동 1가 709,삼천2동       ,35.79492566,127.1262537
삼천대왕장미아파트,완산구,삼천동,삼천동 1가 709,평화2동       ,35.78977178,127.11696879
삼천주공4.5단지,완산구,삼천동,삼천동 1가 302-7,삼천3동       ,35.79261956,127.11423809
꽃밭정이네거리,완산구,평화동,평화동 1가 750,평화2동       ,35.79650315,127.13461747
삼천주공6단지,완산구,삼천동,삼천동 1가 768,삼천3동       ,35.79612176,127.11042711
동국아파트,덕진구,진북동,진북동 1141,진북동        ,35.82749939,127.13327081
하가부영아파트,덕진구,덕진동,덕진동 2가 702,덕진동        ,35.8433088,127.10928361
기자촌입구.한옥마을서해그랑블,완산구,중노송동,중노송동 354-2,노송동        ,35.82708046,127.15365306
평화신기마을,완산구,석구동,석구동 622-3,평화2동       ,35.77317756,127.1276944
원석구마을,완산구,석구동,석구동 207-9,평화2동       ,35.76294285,127.1257924
새마을금고.한국국토정보공사,덕진구,인후동,인후동 2가 1592,인후2동       ,35.84549391,127.14966739
완산구청,완산구,중화산동,중화산동 2가 560,중화산2동     ,35.81263555,127.11868782
기자촌입구.한옥마을서해그랑블,완산구,중노송동,중노송동 388-7,노송동        ,35.82776073,127.15429251
삼천광진목화아파트,완산구,삼천동 ,삼천동 1가 589,삼천1동       ,35.80227427,127.12468479
삼산리입구,완산구,삼천동,삼천동 3가 927,삼천3동       ,35.79681009,127.08765285
효자로전라북도도청,완산구,효자동,효자동 3가 1554,효자5동       ,35.8189981,127.10806708
효자로전라북도도청,완산구,효자동,효자동 3가 1554,효자5동       ,35.81918961,127.10768278
기린네거리,덕진구,인후동,인후동 1가 626-4,인후1동       ,35.83345252,127.15505288
화약골,덕진구,인후동,인후동 1가 255-3,인후3동       ,35.83007349,127.15724898
기린초교,덕진구,인후동,인후동 1가 975,인후3동       ,35.83379185,127.15906367
종합경기장,덕진구,덕진동,덕진동 1442,덕진동        ,35.83627383,127.12520761
종합경기장,덕진구,덕진동,덕진동 1가 1442,덕진동        ,35.83650057,127.12464075
휴비스전주공장,덕진구,팔복동,팔복동 2가 311-1,팔복동        ,35.85805152,127.09646779
송북초교,덕진구,송천동,송천동 2가 산 45-9,송천1동       ,35.86363645,127.12369476
전주제일고 입구,완산구,중노송동,중노송동 231-1,노승동        ,35.82294804,127.15534938
승암마을,완산구,동서학동 ,동서학동 939-6,동서학동      ,35.80965565,127.16223517
중산타운,완산구,중화산동,중화산동2가 406-14,중화산2동    ,35.8160768,127.1180911
한마음병원.전주병원,완산구,중화산동,중화산동 2가 676,중화산 2동    ,35.81342411,127.1227635
삼천신일아파트,완산구,삼천동,삼천동1가 709,삼천2동      ,35.7974818,127.1303768
양지중학교,완산구,삼천동,삼천동1가 709,삼천2동      ,35.79380545,127.12415305
효자광진맨션아파트,완산구,효자동,효자동1가 581,효자2동      ,35.80313307,127.12447188
전주우체국,완산구,효자동,효자동2가 1267,효자4동      ,35.81431468,127.10612158
보훈지청 롯데마트,완산구,효자동,효자동2가 1268,효자4동      ,35.81647317,127.1019943
경찰청,완산구,효자동,효자동3가 1780,효자4동      ,35.82516699,127.10481248
호남제일고,완산구,효자동,효자동3가 1885,효자4동      ,35.81379234,127.09796491
경기장거성아파트,덕진구,덕진동,덕진동1가 1442,덕진동        ,35.83689022,127.12108885
경기장거성아파트,덕진구,덕진동,덕진동 1가 1442,덕진동        ,35.83700157,127.12143588
팔복예술공장,덕진구,팔복동,팔복동 2가 294-5,팔복동        ,35.85588544,127.10059332
기린중,덕진구,우아동,우아동 3가 743,우아1동       ,35.85423569,127.15818391
동부대로전주역,덕진구,우아동,우아동 3가 746,우아1동       ,35.84881087,127.16063486
하인교마을,덕진구,우아동,우아동 2가  976,우아2동       ,35.82786676,127.17066002
반월동 삼오아파트,덕진구,반월동,반월동 873-1,조촌동        ,35.8741509,127.07016309
시외고속간이터미널,덕진구,여의동 ,여의동 1187-6,여의동        ,35.8701616,127.0689158
새전주요양병원,덕진구,여의동 ,여의동 1235-30,여의동        ,35.87073024,127.07310765
현대에코르아파트후문,완산구,중화산동,중화산동2가 788,중화산2동    ,35.82300677,127.11795216
장교리,완산구,평화동,평화동3가 868,평화2동      ,35.78525317,127.11513899
풍림아이원,완산구,중화산동,중화산동2가 560(중화산2동),중화산1동   ,35.8120153,127.1257966
서신신협,완산구,서신동,서신동 878,서신동        ,35.82776457,127.11588987
삼천세경아파트,완산구,삼천동,삼천동 1가 589,삼천1동       ,35.80080631,127.12251059
삼천호반리젠시빌,완산구,삼천동,삼천동1가 730,삼천3동      ,35.79859981,127.1108342
용산리,완산구,삼천동,삼천동2가 254-3,삼천3동      ,35.79272062,127.10642417
하가더루벤스아파트,덕진구,덕진동,덕진동 2가 702,덕진동        ,35.8458897,127.10918317
하가더루벤스아파트,덕진구,덕진동,덕진동 2가 702,덕진동        ,35.84599612,127.10894951
에코더샵1차,덕진구,송천동,송천동2가 1338,송천1동      ,35.8731038,127.1292427
에코데시앙4블럭,덕진구,송천동,송천동2가 1311,송천1동      ,35.8732938,127.1294301
자연초등학교,덕진구,송천동,송천동2가 1305-1,송천1동      ,35.8770714,127.135295
자연초등학교,덕진구,송천동,송천동 2가 1307,송천1동       ,35.8768187,127.1352186
하나로클럽,덕진구,여의동,여의동 852,여의동        ,35.85238121,127.07762199
동제마을,덕진구,장동,장동 532-1,여의동        ,35.85836557,127.06334892
영생고 전주대사대부고,완산구,효자동,효자동3가 1876,효자4동,35.81512963,127.09452694
효자휴먼시아 4단지 정문,완산구,효자동,효자동2가 1195,효자4동,35.8055851,127.0976538
신원아침도시.힐스테이트,완산구,효자동,효자동3가 1562,효자5동,35.81633783,127.11187044
서곡마을,완산구,효자동,효자동3가 1489,효자5동,35.83590776,127.09828902
전북선거관리위원회,완산구,효자동,효자동2가 1285,효자5동,35.81372298,127.10401216
전주우체국,완산구,효자동,효자동2가 1245,효자5동,35.81454653,127.10578701
유로병원,완산구,효자동,효자동2가 1267,효자5동,35.8189057,127.1033784
유로병원,완산구,효자동,효자동2가 1267,효자5동,35.81920232,127.10407321
서부신시가지아이파크,완산구,효자동,효자동3가 1779,효자5동,35.82730591,127.10574482
주공4단지.꽃밭정이아파트,완산구,평화동,평화동2가 880,평화2동,35.79083606,127.13127818
평화골드클래스.그린1차아파트,완산구,평화동,평화동2가 926,평화2동,35.78420796,127.12989151
평화동신성마을,완산구,평화동,평화동2가 226-1,평화2동,35.78849548,127.13532586
금성마을,완산구,석구동,석구동 803,평화2동,35.76465935,127.1258251
전주교도소,완산구,평화동,평화동3가 산16-1,평화2동,35.77981483,127.12965798
효자다리,완산구,중화산동,중화산동2가 799,중화산2동,35.8188954,127.1143533
백제대로중산공원,완산구,중화산동,중화산동2가 710,중화산2동,35.8242611,127.1224763
한국출판문화산업진흥원,덕진구,장동 ,장동 1107,혁신동,35.83863535,127.06310675
호성로 우아중,덕진구,우아동 3가,우아동 3가 602-21,우아1동,35.85354332,127.1537574
서낭당,완산구,중노송동,중노송동 399-36,노송동,35.82899531,127.15396039
광진선수촌아파트,완산구,서신동,서신동 987,서신동,35.83396213,127.11787983
KT정보센터,완산구,서신동,서신동 884,서신동,35.83375079,127.11855733
서신광진산업아파트,완산구,서신동,서신동 987,서신동,35.83411478,127.1110082
서신중흥아파트,완산구,서신동,서신동 983,서신동,35.83480092,127.11567315
여울초교,완산구,서신동,서신동 983,서신동,35.83628984,127.11205578
전용리,완산구,서신동,서신동 281-40,서신동,35.82836358,127.12176071
흑석골입구,완산구,서서학,서서학동 169,서서학동,35.80529839,127.15111451
효문여중,완산구,삼천동,삼천동1가 709,삼천2동,35.79850143,127.12072311
삼천신일강변아파트,완산구,삼천동,삼천동1가 285-3,삼천3동,35.79854192,127.11441806
용흥초등학교,완산구,삼천동,삼천동1가 765-2,삼천3동,35.7939262,127.11226001
장동마을,완산구,삼천동,삼천동3가 950-87,삼천3동,35.79410851,127.07809245
정동마을,완산구,삼천동,삼천동2가 1283,삼천3동,35.78315647,127.10393777
전주시립완산도서관,완산구,동완산,동완산동 13-3,완산동,35.81106397,127.14743749
서학로교육대학교,완산구,동서학,동서학동 942-2,동서학동,35.80943558,127.15417537
완주로고당마을,덕진구,호성동,호성동2가 866-7,호성동,35.87479333,127.15177921
호성동아아파트,덕진구,호성동,호성동1가 산16-3,호성동,35.86045947,127.15352754
휴비스전주공장,덕진구,팔복동,팔복동1가 333-6,팔복동,35.85843146,127.09646937
송천1동주민센터,덕진구,팔복동,팔복동1가 320-5,팔복동,35.85701397,127.12077329
안심마을.한국농수산대학,덕진구,중동,중동 850,효자4동,35.8248626,127.068046
안심마을.한국농수산대학,덕진구,중동 ,중동 850,혁신동,35.8251263,127.0686734
두현마을,덕진구,중동 ,중동 840,혁신동,35.83179932,127.07170873
동제마을,덕진구,장동 ,장동 532-1,여의동,35.85887418,127.06345516
혁신이노팰리스,덕진구,장동 ,장동 1084-1,여의동,35.8454984,127.0617583
혁신이노팰리스,덕진구,장동 ,장동 1110,여의동,35.8459396,127.0616009
호반2차정문,덕진구,장동 ,장동 1086-4,여의동,35.8406576,127.0639841
전용리,완산구,서신동,서신동 292-50,,35.82805427,127.12148674
청년회의소,덕진구,우아동,우아동3가 737,우아1동,35.84868639,127.15223482
청년회의소,덕진구,우아동,우아동3가 737,인후2동,35.84867803,127.15183148
금암초교입구,덕진구,금암동,금암동 515-15,금암1동,35.83655958,127.1369206
에코스위첸,덕진구,송천동,송천동 2가 1296-2,송천1동,35.8793652,127.1305983
에코스위첸,덕진구,송천동,송천동2가 1387,송천1동,35.8790768,127.130655
송천동2파출소,덕진구,송천동,송천동1가 419-2,송천2동,35.85863312,127.11781497
덕진경찰서,덕진구,팔복동,팔복동3가 360-21,팔복동,35.8436462,127.09327156
전주시민기록관,덕진구,인후동,인후동1가 456-9,인후3동,35.83497116,127.15755178
화개네거리,덕진구,여의동,여의동 1262-4,여의동,35.85629267,127.06824743
만성도시상가,덕진구,만성동,만성동 1292,여의동,35.8420079,127.0782733
만성도시상가,덕진구,만성동,만성동 1292,여의동,35.8422609,127.0784492
조촌초교,덕진구,동산동,동산동 712-1,여의동,35.8692523,127.077388
가련산로.원대한방병원,덕진구,덕진동,덕진동2가 247,덕진동,35.84571856,127.11545638
서신성당,완산구,서신동,서신동 749-9,서신동,35.8270564,127.11873762
효천우미린1차아파트,완산구,효자동 2가,효자동 2가 327-2,,35.7988636,127.101455
천잠로.대방노블랜드,완산구,삼천동 2가,삼천동 2가 89-3,,35.7958417,127.1037498
농협공판장교차로,완산구,삼천동 2가,삼천동 2가 65,,35.794048,127.106636
효천리버클래스아파트,완산구,효자동 2가,효자동 2가 산 73,,35.7972926,127.1062659
효천우미린2차아파트,완산구,효자동 2가,효자동 2가 산 66,,35.7999073,127.1062751
효천초등학교,완산구,효자동 2가,효자동 2가 305-7,,35.7988017,127.1045541
송천신일아파트,덕진구,송천동,송천동 1가 산34-3,송천1동,35.86402015,127.1272632
만절리고개,덕진구,효자동3가,효자동3가 산203-1,,35.82308766,127.08156919
망월리,덕진구,용복동,용복동 8-3,,35.77449441,127.09574177
쑥고개,완산구,삼천동3가,삼천동3가 921-25,,35.79433014,127.07038767
떡정거리,완산구,중인동,중인동 160,,35.77627977,127.10210921
화정리,덕진구,호성동,호성동 2가 771-5,,35.875107,127.1416561
화정리,덕진구,호성동,호성동 2가 751-3,,35.8749265,127.1415904
초포초교,덕진구,호성동,호성동 2가 766-9,,35.8759587,127.1400459
초포초교,덕진구,호성동,호성동 2가 765-5,,35.87593292,127.13965306
발단마을,덕진구,송천동,송천동 2가 670-9,,35.8713261,127.114969
발단마을,덕진구,송천동,송천동 2가 670-15,,35.8714139,127.1148112
용흥마을,덕진구,송천동,송천동 2가 715-4,,35.87323252,127.11376208
용흥마을,덕진구,송천동,송천동 2가 1067-79,,35.87312102,127.11370259
월곡마을앞,덕진구,전미동,전미동 2가  산198-41,,35.8779065,127.1126074
효천초등학교,완산구,효자동,효자동2가 1383,,35.7985881,127.1053963
효천대방노블랜드,완산구,효자동2가,효자동2가 1392,,35.7970393,127.1060015
척동마을,완산구,효자동3가,효자동3가 1739,효자5동,35.8280696,127.0974234
한국국토정보공사,덕진구,중동,중동 826,중동,35.8385462,127.0657573
부남마을,완산구,색장동,색장동 588-1,색장동,35.78923161,127.19370554
은평마을,덕진구,전미동,전미동1가 305-14,,35.89615413,127.12519115
전주시보건소,완산구,중앙동,중앙동4가 30-3,중앙동,35.81515762,127.14274571
전주시보건소,완산구,다가동,다가동1가 100,,35.81475211,127.14291685
에코시티상가,덕진구,송천동,송천동2가 1392,,35.8709795,127.1274581
팔복예술공장.동명기계,덕진구,팔복동,팔복동 1가 320-5,팔복동,35.8562058,127.1007816
호남제일문,덕진구,여의동,여의동 1212-37,여의동,35.86776036,127.07112831
에코시티상가,덕진구,송천동,송천동2가 1392,송천1동,35.8721074,127.1277186
서신초교.아이파크이편한세상,완산구,서신동,서신동 52-6,서신동,35.82916245,127.12608594
거성고속맨션.자원봉사센터.고속버스터미널입구,덕진구,,진북동 1166-1,,35.83348524,127.12760002
호성주공,덕진구,,호성동1가 792-7,,35.85813228,127.15339778
전라감영.완산경찰서,완산구,,전동 140-10,,35.81594824,127.14699101
화개네거리,덕진구,,여의동 1263-11,,35.85561051,127.06893191
법조타운입구,덕진구,,여의동 852,,35.85146089,127.07870782
온고을로 미래페이퍼,덕진구,,만성동 산14-1,,35.84866117,127.08529072
대흥리,덕진구,성덕동,성덕동 159-1,,35.87700746,127.03972137
덕촌,덕진구,,팔복동3가 55-1,,35.84168682,127.09645064
덕진경찰서,덕진구,,팔복동3가 348-1,,35.84355976,127.09439636
인교마을아중요양병원,덕진구,,우아동1가 1112-1,,35.82855924,127.17344848
인교마을아중요양병원,덕진구,,우아동2가 933-3,,35.82884368,127.17349211
가소마을,덕진구,,금상동 1212,,35.85298416,127.19046187
송천동성원무지개아파트,덕진구,,송천동1가 809-4,,35.86493158,127.12138472
에코도시상가,덕진구,,송천동2가 1374,,35.8731559,127.1236593
전북자동차학원,덕진구,,호성동1가 874,,35.86564054,127.16027593
호성중,덕진구,,호성동1가 174-6,,35.86262591,127.15972862
유일여자고등학교,덕진구,,인후동1가 737,,35.83723127,127.15993797
화약골,덕진구,,인후동1가 255-3,,35.82982541,127.15724898
전주시민기록관,덕진구,,인후동1가 456-11,,35.83507037,127.1571197
하가지구휴먼빌아파트,덕진구,,덕진동2가 725,,35.83851579,127.11477753
거성고속맨션.자원봉사센터.고속버스터미널입구,덕진구,,진북동 1168-2,,35.8335539,127.12722363
서신중흥아파트,완산구,,서신로 106,,35.83489342,127.11605605
서일초교,완산구,,서신동 983,,35.83544123,127.11413318
서일초교,완산구,,서신동 960-5,,35.83570818,127.11400487
효자휴먼시아 2.3단지,완산구,,효자동2가 1192-1,,35.80789907,127.09990093
효자휴먼시아 2.3단지,완산구,,효자동2가 1201-2,,35.808788,127.10071832
한국출판문화산업진흥원,덕진구,,장동 1107,,35.83832929,127.06315462
우전초교,완산구,,효자동2가 197-10,,35.8045452,127.10781288
중화산2동주민센터,완산구,,중화산동2가 753-7,,35.8199958,127.11622123
중화산영무예다음현대아파트,완산구,,중화산동1가 329,,35.8112572,127.1317143
중화산동오페라하우스,완산구,,중화산동1가 331,,35.8113166,127.1319686
혁신도시입구,완산구,상림동,상림동 66,,35.8249595,127.071243
아래삼거리,덕진구,,금상동 227-2,,35.8542283,127.19623694
전일고 롯데마트,완산구,,효자동2가 1233-3,,35.81613987,127.10166346
진북전자상가,덕진구,,진북동 320-72,,35.83172599,127.13934233
가리내로 백제교,덕진구,,덕진동1가 1121-19,,35.83487104,127.12591932
세병호입구,덕진구,,송천동2가 1298,,35.8788305,127.1326558
만성골드클래스후문,덕진구,만성동,만성동 1386,,35.8492752,127.0783678
면허시험장월드컵경기장,덕진구,성덕동,여의동 1326-1,,35.8629971,127.06874558
