보행자_위도,보행자_경도,가장_가까운_버스정류장,가장_가까운_정류장_위도,가장_가까운_정류장_경도,버스정류장으로부터_거리,버스_정류장_유무(10m)
35.821034530182295,127.10305644907153,유로병원,35.81920232,127.10407321,223.40833609613136,False
35.821034530182295,127.10305644907153,유로병원,35.81920232,127.10407321,223.40833609613136,False
35.821034530182295,127.10305644907153,유로병원,35.81920232,127.10407321,223.40833609613136,False
35.821034530182295,127.10305644907153,유로병원,35.81920232,127.10407321,223.40833609613136,False
35.805148436042124,127.110475763422,효자롯데아파트,35.80587545,127.11285154,228.99174806759143,False
35.81925065347389,127.11508813241255,효자다리,35.8188954,127.1143533,77.1381086166628,False
35.86944189986948,127.11305199999475,발단마을,35.8714139,127.1148112,270.57212556964026,False
35.83301502370583,127.1200862331911,이마트,35.83229843,127.12084046,104.7483399402065,False
35.78684990492018,127.1344484648051,평화그린2차아파트,35.78558901,127.13413445,143.03782982522935,False
35.82306512925621,127.1525811580009,전주고등학교,35.8242705,127.1525654,134.03882623997708,False
35.83166279324959,127.1359755154085,진북우성아파트.전주고용복지센터,35.83101554,127.13562582,78.5730430885237,False
35.871971100127276,127.07949799947552,여의동우체국전북은행,35.8714162,127.07658384,269.7320090473894,False
35.80115705727421,127.12923645483856,효자광진공작아파트,35.80149939,127.12692788,211.6496028939906,False
35.83753622086002,127.13224213685723,국민은행금암지점,35.8379584,127.13141174,88.35726784649422,False
35.833557099669456,127.15248099977147,인후6거리,35.83310547,127.15184677,76.09802318912635,False
35.83313136209715,127.13496389123637,금암광장.청담한방병원,35.83369489,127.13642739,146.0565754783694,False
35.82306512925621,127.1525811580009,전주고등학교,35.8242705,127.1525654,134.03882623997708,False
35.825553799750246,127.12111600014535,유연로중산공원,35.82523671,127.12046394,68.5508870738936,False
35.859926832718976,127.12149379426357,전라고,35.86055764,127.12156208,70.41209021235953,False
35.89856254715073,127.11670550408803,은평마을,35.89615413,127.12519115,809.9074661953139,False
35.805969999594886,127.12330000023091,백제대로효자광장,35.80664945,127.12338287,75.92024195886358,False
35.80423729967638,127.12645699965557,효자광진맨션아파트,35.80397906,127.1243747,189.9679778709938,False
35.810890100098966,127.10445399995459,전북선거관리위원회,35.81353899,127.10480025,296.193711287585,False
35.84333030044251,127.14305099994607,전북대학병원입구,35.843452,127.14277224,28.538942150443912,False
35.84333030044251,127.14305099994607,전북대학병원입구,35.843452,127.14277224,28.538942150443912,False
35.86777468662977,127.1146069539032,송천롯데아파트,35.86671868,127.11441981,118.62747824434548,False
35.839131723997575,127.15570766475315,인후1동주민센터,35.838455,127.15619271,87.02887592996817,False
35.810685849638354,127.15323351729509,서학로교육대학교,35.80943558,127.15417537,162.91402227719811,False
35.835010499743376,127.14739199988614,전주생명과학고등학교,35.83506423,127.14759274,19.056786782776747,False
35.85083000024088,127.11944499970055,도립국악원,35.84934543,127.11968893,166.53449611384505,False
35.85083000024088,127.11944499970055,도립국악원,35.84934543,127.11968893,166.53449611384505,False
35.85083000024088,127.11944499970055,도립국악원,35.84934543,127.11968893,166.53449611384505,False
35.85083000024088,127.11944499970055,도립국악원,35.84934543,127.11968893,166.53449611384505,False
35.79939999957541,127.14419999985589,장승백이,35.79936984,127.143604,53.85595699434722,False
35.834163600126665,127.120834000411,이마트,35.83229843,127.12084046,207.39855939248392,False
35.81586096145583,127.1379174092824,신흥중고등학교,35.81577568,127.13766517,24.641721935290022,False
